Name,RA,Dec,Vmag,SpType,B-V,Ebv,Miles,Sp_s,Melchiors
HD 24098,57.567499999999995,-1.5225805555555556,6.5,F5V,90.0,,,,oui
HD 24131 ,57.9738345833333,34.3591203888889,5.77,B1V,-0.04,0.22,,B1,oui
HD 2421  ,7.05689416666667,44.394453,5.183,A2Vs,0.035,-0.01,,A2,
HD 24263 ,58.0009575,6.53490511111111,5.691,B5V,0.03,0.19,,B5,
HD 24388 ,58.1735709166667,-5.36126263888889,5.476,B8V,-0.088,0.02,,B8,
HD 24395,58.94333333333333,56.91903055555555,6.92,F0Vnn,0.28,,,,oui
HD 24398,58.53124999999999,31.882219444444445,2.85,B1Ib,0.12,,,,oui
HD 24425,58.14499999999999,-15.741530555555554,7.69,G8/K0IV,1.06,,,,oui
HD 24431,58.91,52.641330555555555,6.74,O9III,0.37,,,,oui
HD 24432,58.85374999999999,49.040588888888884,6.86,B3II,0.48,,,,oui
HD 24446,58.285,-6.633749999999999,6.56,B7II/III,-0.11,,,,oui
HD 24479 ,59.3560158333333,63.0722622777778,4.946,B9V,-0.053,0.02,,B9,
HD 24504 ,58.9923932916667,47.8714217777778,5.38,B6V,-0.08,0.07,,B6,oui
HD 24534,58.84624999999999,31.045830555555558,6.72,O9.5III,0.12,,,,oui
HD 24546,59.15208333333333,50.695388888888886,5.3,F5V,90.0,,,,oui
HD 2455,7.05875,-29.040280555555558,6.73,K1II,1.13,,,,oui
HD 24587 ,58.42792925,-24.6122308055556,4.625,B5V,-0.119,0.04,,B5,
HD 24626 ,58.4122792916667,-34.7322971388889,5.089,B6V,-0.124,0.02,,B6,
HD 24640 ,59.1195455,35.0808985833333,5.49,B1.5V,-0.06,0.2,,"B1,5",oui
HD 24661,58.572083333333325,-27.668830555555555,6.99,A4IV,0.19,,,,oui
HD 24740,59.217083333333335,22.477969444444444,5.62,F2IVs,0.33,,,,oui
HD 24760 ,59.463466875,40.0102153333333,2.89,B1.5III,-0.18,0.13,,"B0,5",oui
HD 24769,59.265833333333326,23.17556111111111,6.04,B9.5IV,0.02,,,,oui
HD 24832,59.157916666666665,-9.750830555555556,6.18,A9V,0.26,,,,oui
HD 24912,59.741249999999994,35.79103055555555,4.06,O7.5III(n)((f)),0.02,,,,oui
HD 24916,59.369583333333324,-1.159438888888889,8.01,K4V,1.15,,,,oui
HD 25000,59.65541666666666,11.027550000000002,7.29,M1,1.68,,,,oui
HD 25025,59.5075,-13.508530555555556,2.94,M0III-IIIb,1.6,,,,oui
HD 25069,59.71833333333333,-5.469938888888889,5.83,K0/1III,1.01,,,,oui
HD 25204 ,60.1700655,12.4903405277778,3.41,B4IV,-0.12,0.1,,B3,oui
HD 25267 ,59.9811825416667,-24.0162166111111,4.62,"B6V+,,,",-0.107,0.03,,B6,
HD 25291,61.113333333333316,59.155499999999996,5.12,F0II,0.51,,,,oui
HD 25330 ,60.442234,9.99801202777778,5.676,B5V,0.003,0.16,,B5,
HD 25340 ,60.38354225,-1.54966197222222,5.28,B5V,-0.15,0.01,,B5,
HD 25371 ,60.1693977916667,-30.4906959722222,5.922,A2V,0.034,-0.02,,A2,
HD 25408,61.474166666666655,61.79445,7.6,C-J4,2.26,,,,oui
HD 25443,61.53374999999999,62.10183055555556,6.77,B0.5III,0.23,,,,oui
HD 25558 ,60.9358547916667,5.43562402777778,5.308,B3V,-0.079,0.12,,B3,
HD 25639,61.96416666666666,62.330111111111115,6.86,B0III,0.38,,,,oui
HD 25680,61.33458333333332,22.008919444444444,5.9,G5V,90.0,,,,oui
HD 25803,61.17041666666666,-20.38186111111111,6.11,K1II,1.17,,,,oui
HD 2589,7.729583333333332,77.01941944444444,6.2,K0IV,90.0,,,,oui
HD 25932,62.05458333333333,43.19113888888889,6.56,B8,-0.02,,,,oui
HD 25940 ,62.165384,47.7125119166667,4.003,B3Ve,-0.036,0.16,,B3,
HD 25945,61.40583333333332,-27.65181111111111,5.59,F0IV/V,0.31,,,,oui
HD 26171 ,62.2565435416667,13.3982812777778,5.942,"B9,5V",0.034,0.1,,"B9,5",
HD 2628,7.530833333333333,29.751561111111112,5.21,A7III,0.25,,,,oui
HD 26292,62.42916666666667,3.3226888888888886,6.48,F3IV,0.43,,,,oui
HD 26326,62.32416666666667,-16.38586111111111,5.43,B5IV,-0.15,,,,oui
HD 26356 ,67.0553035833333,83.8077907222222,5.5,B5V,-0.105,0.06,,B5,
HD 26462,62.83458333333333,5.523061111111111,5.7,F4V,0.36,,,,oui
HD 26553,63.757499999999986,57.46036111111111,6.08,A4III,0.6,,,,oui
HD 26574,62.966249999999995,-6.837580555555555,4.03,F0III,0.33,,,,oui
HD 26591 ,62.9008496666667,-20.3561575833333,5.794,"A1V+,,,",0.164,0.14,,A1,
HD 26612 ,62.710788625,-41.9935704722222,4.9,A9V,0.36,0.06,,A9,
HD 26630,63.72291666666666,48.41111111111111,4.16,G0Ib,0.96,,,,oui
HD 26670 ,64.223153375,61.8499916111111,5.676,B5Vn,-0.115,0.05,,B5,
HD 26702,63.71708333333333,37.54266944444444,6.31,G5,0.96,,,,oui
HD 26722,63.484999999999985,9.263830555555556,5.0,G5III+A7V:,90.0,,,,oui
HD 26764 ,64.1795295,53.6117982777778,5.2,A2Vn,0.049,0.0,,A2,
HD 26793 ,63.65096975,10.0114035833333,5.208,B9Vn,-0.084,-0.01,,B9,
HD 26816,63.85041666666666,24.078469444444444,7.9,S,1.83,,,,oui
HD 26906,64.31833333333331,46.230561111111115,7.98,B7,0.17,,,,oui
HD 26912,63.88375,8.89236111111111,4.28,B3IV,-0.07,,,,oui
HD 26923,63.86999999999999,6.186861111111111,6.3,G0IV,90.0,,,,oui
HD 2696  ,7.594394375,-23.7876805833333,5.19,A3V,0.12,0.04,,A3,
HD 26961,64.56083333333332,50.2955,4.59,A1III,0.04,,,,oui
HD 26965,63.817916666666655,-7.652861111111111,4.43,K0V,0.82,,,,oui
HD 27084 ,64.8051593333333,50.0486936111111,5.4,A7V,0.27,0.07,,A7,
HD 27192,65.04791666666665,50.920938888888884,5.54,B1.5IV,-0.04,,,,oui
HD 27236,64.60249999999999,9.487169444444444,6.54,A4III,0.17,,,,oui
HD 2729,7.8549999999999995,66.5196111111111,6.17,B6V,-0.1,,,,oui
HD 27295,64.85874999999999,21.14231111111111,5.48,B9Vsp,-0.07,,,,oui
HD 27322 ,65.4658602916667,56.5063164444444,5.92,A3V,0.11,0.03,,A3,
HD 27371,64.94833333333331,15.627638888888889,3.65,G9.5IIIabCN0.5,0.99,,,,oui
HD 27376 ,64.473593375,-33.7983491388889,3.546,B9V,-0.094,-0.02,,B9,
HD 27396,65.38833333333332,46.49888888888889,4.81,B4IV,-0.06,,,,oui
HD 27563,65.17833333333331,-7.592499999999999,5.84,B7II,-0.13,,,,oui
HD 27611,65.3625,-0.09816944444444443,5.85,K3III,1.34,,,,oui
HD 27616 ,65.162555125,-20.6396231666667,5.38,A0V,-0.02,-0.01,,A0,
HD 27638 ,65.6455955416667,25.6293160833333,5.376,B9V,-0.029,0.04,,B9,
HD 27697,65.73374999999999,17.542530555555558,3.76,G9.5IIICN0.5,0.98,,,,oui
HD 2772  ,7.94316395833333,54.5222849166667,4.732,B8Vn,-0.087,0.02,,B8,
HD 27760,65.93416666666666,22.96481111111111,7.0,M4,1.8,,,,oui
HD 27777 ,66.1214812083333,34.1307581388889,5.722,B8V,-0.054,0.06,,B8,
HD 27778,65.99416666666667,24.302780555555557,6.34,B,0.16,,,,oui
HD 27786,66.15625,33.95968888888889,5.79,F4IV-V,0.37,,,,oui
HD 27819,66.2453333333333,17.4441111111111,4.804,A7V,,0.05,s0151,A7,
HD 27819 ,66.023999375,17.4441273055556,4.8,A2Vs,0.15,-0.04,,A7,oui
HD 27820 ,65.9659397083333,9.46097052777778,5.113,A3V,0.082,0.0,,A3,
HD 27861 ,65.9202195833334,-3.74546586111111,5.171,A2V,0.077,0.03,,A2,
HD 27946 ,66.3542299166667,22.1999965555556,5.275,A7V,0.231,0.03,,A7,
HD 27962,66.3725,17.927919444444445,4.3,A2IV-Vs,0.07,,,,oui
HD 28024 ,66.576932,22.8135801388889,4.293,A8Vn,0.252,-0.02,,A8,
HD 28052,66.58624999999999,15.618280555555556,4.48,F0V,0.28,,,,oui
HD 28114,66.58791666666666,8.590280555555557,6.05,B6IV,-0.01,,,,oui
HD 28149 ,66.8226972083333,22.9963336666667,5.51,B7V,-0.1,0.04,,B7,oui
HD 28159,66.61291666666666,-0.5111888888888889,7.16,K5III,1.67,,,,oui
HD 28217,66.86999999999999,11.212311111111111,5.87,B8IV,0.03,,,,oui
HD 28305,67.15416666666665,19.18045,3.53,G9.5IIICN0.5,1.01,,,,oui
HD 28319,67.16541666666666,15.870888888888889,3.41,A7III,0.19,,,,oui
HD 2834  ,7.85408525,-48.8035149444444,4.77,A0V,0.02,0.03,,A0,
HD 28355 ,67.20901775,13.0476025833333,5.01,kA5hF0VmF0,0.21,0.01,,A7,oui
HD 28375 ,67.1338319583333,1.38082161111111,5.528,B3V,-0.101,0.1,,B3,
HD 28446,68.00749999999998,53.910830555555556,5.77,B0III+B0IV/V,0.1,,,,oui
HD 28446B,68.00375,53.9128,6.8,B1IV:,0.1,,,,oui
HD 28487,67.41208333333333,5.164280555555556,6.99,M3.5IIICa-0.5,1.75,,,,oui
HD 28527,67.63999999999999,16.194030555555557,4.76,A6IV,0.21,,,,oui
HD 286340,75.70041666666665,15.320169444444444,12.2,SC7/8,-0.25,,,,oui
HD 28780 ,69.1008265416667,64.2616022777778,5.91,A1V,-0.03,-0.05,,A1,
HD 2884  ,7.88611695833333,-62.95821875,4.335,B9V,-0.045,0.03,,B9,
HD 2885  ,7.88948583333333,-62.9655626111111,4.514,A2V,0.135,0.09,,A2,
HD 28910 ,68.462156375,14.8444231111111,4.65,A8V,0.25,-0.04,,A8,oui
HD 28978,68.744125,5.56861111111111,5.681,A2Vs,,0.12,s0155,A2,
HD 28978 ,68.534452875,5.56862555555556,5.681,A2Vs,0.057,0.01,,A2,
HD 29085,68.37749999999998,-29.7665,4.51,K0+IIIbFe-0.5,0.98,,,,oui
HD 2913  ,8.09908854166667,6.95546030555556,5.698,"B9,5V",-0.015,0.05,,"B9,5",
HD 29134,68.51083333333332,-28.449638888888888,6.83,F0/2III,0.42,,,,oui
HD 29139,68.97999999999999,16.50931111111111,0.86,K5+III,1.54,,,,oui
HD 29248,69.07958333333332,-3.3524694444444445,3.93,B2III,-0.19,,,,oui
HD 29316 ,69.9919584166667,53.4730323055556,5.4,A8V,90.0,0.04,,A8,oui
HD 29335 ,69.306975375,0.998313444444444,5.32,B8IV,-0.12,0.02,,B7,oui
HD 29365 ,69.565958375,20.6847226666667,5.857,B8V,-0.019,0.09,,B8,
HD 29388 ,69.539429,12.5108358055556,4.271,A6V,0.128,-0.04,,A6,
HD 29488 ,69.8187595833333,15.9179730277778,4.675,A5Vn,0.157,0.01,,A5,
HD 29503,69.54499999999999,-14.304030555555556,3.87,K2-IIIb,1.09,,,,oui
HD 29526 ,70.3505359166667,48.3008785833333,5.648,A0V,0.001,0.01,,A0,
HD 29573 ,69.7231443333333,-12.1231188055556,5.005,A0V,0.073,0.08,,A0,
HD 29589,70.01416666666667,12.197611111111112,5.45,B8IV,-0.13,,,,oui
HD 29646 ,70.3323384583333,28.6149954166667,5.726,A2V,0.016,-0.03,,A2,
HD 29678,72.21,75.94121944444444,5.95,A9IV,0.27,,,,oui
HD 29722 ,70.7263758333333,43.3651464444445,5.301,A1Vn,0.027,0.01,,A1,
HD 29737,70.02833333333332,-24.48236111111111,5.56,G6/8III,0.93,,,,oui
HD 29763 ,70.5612567083333,22.9569226111111,4.26,B3V,-0.12,0.09,,B3,oui
HD 3003  ,8.1829405,-63.0315011111111,5.07,A0V,0.044,0.05,,A0,
HD 30076 ,71.0221704166667,-8.50356736111111,5.775,B2Ve,-0.076,0.16,,B2,
HD 30127 ,71.03325925,-18.6665859722222,5.527,A1V,0.03,0.01,,A1,
HD 30144,72.02916666666665,55.60261111111111,6.32,F2V,0.3,,,,oui
HD 30211,71.37583333333332,-3.2546694444444446,4.0,B5IV,-0.13,,,,oui
HD 30311,71.69,9.017419444444446,7.23,F9.5V,0.57,,,,oui
HD 30495,71.90124999999999,-16.934438888888888,5.5,G2.5IV-V,0.64,,,,oui
HD 30614,73.5125,66.34266944444444,4.29,O9Ia,0.05,,,,oui
HD 30652,72.46,6.961280555555556,3.19,F6V,0.44,,,,oui
HD 3070,8.475833333333334,3.319861111111111,7.49,G6III,0.92,,,,oui
HD 30739 ,72.6530124166667,8.90018036111111,4.353,A1Vn,0.019,0.0,,A1,
HD 30823,73.19916666666667,42.58663888888889,5.67,A3III,0.11,,,,oui
HD 30869,72.95833333333333,13.655169444444445,6.25,F7V,0.5,,,,oui
HD 30912,73.19624999999999,27.897469444444443,5.96,F2IVn,0.37,,,,oui
HD 30958 ,73.7630184583333,55.2591086666667,5.52,B9.5V,0.01,0.08,,"B9,5",oui
HD 30959,73.13333333333333,14.250638888888888,4.72,M3SIII,1.74,,,,oui
HD 31093 ,72.8675685,-34.90628725,5.831,A1Vn,0.098,0.08,,A1,
HD 31134 ,74.02947125,52.8697593611111,5.74,A2Vs,0.09,0.04,,A2,
HD 31237,73.56291666666667,2.4406694444444446,3.73,B2III,-0.19,,,,oui
HD 31278 ,74.321650375,53.7521015,4.43,A1V,-0.02,-0.03,,A1,oui
HD 31283 ,73.6954049166667,11.4260093055556,5.186,A3V,0.114,0.03,,A3,
HD 31295,73.7429583333333,10.1508055555556,4.656,A0V,,0.1,s0166,A0,
HD 31295 ,73.723869875,10.150832,4.656,A0V,0.081,0.09,,A0,
HD 31331 ,73.7112894166667,0.467168388888889,5.975,B5V,-0.115,0.05,,B5,
HD 31362,74.065,24.592219444444442,6.32,F0,0.34,,,,oui
HD 31373 ,73.9589745416667,15.040279,5.785,B9V,-0.084,-0.01,,B9,
HD 31398,74.24833333333333,33.16608055555555,2.69,K3II-III,1.53,,,,oui
HD 31412,73.98291666666667,4.670419444444445,7.0,F9.5V,90.0,,,,oui
HD 31423,74.0375,7.904688888888889,6.42,F5,0.38,,,,oui
HD 31512 ,74.100775375,-5.17135305555556,5.48,B5III,-0.13,0.02,,B6,oui
HD 31592 ,74.5391416666667,25.0504059444444,5.789,A0V,0.016,0.03,,A0,
HD 31623,74.32166666666666,-1.06725,6.24,F3/5III,0.41,,,,oui
HD 31647 ,74.81420725,37.8902448888889,4.989,A1V,0.019,0.0,,A1,
HD 31767,74.63708333333332,1.7140305555555555,4.46,K2-IIb,1.39,,,,oui
HD 319   ,1.94541479166667,-22.5085603611111,5.942,A1V,0.126,0.11,,A1,
HD 31964,75.49208333333331,43.82331111111112,2.99,A9Ia,0.54,,,,oui
HD 32008,74.96041666666666,-10.263330555555555,5.39,G4IV-V+DA,0.79,,,,oui
HD 32040,75.13708333333332,3.616111111111111,6.63,B9V,-0.08,,,,oui
HD 32045,74.98208333333332,-12.537419444444444,4.77,F0V,0.27,,,,oui
HD 32068,75.61958333333332,41.07583055555556,3.75,K5II+B7V,1.22,,,,oui
HD 32115,75.16583333333332,-2.0660305555555554,6.32,A9V,0.28,,,,oui
HD 32147,75.20416666666667,-5.753669444444444,6.21,K3+V,1.06,,,,oui
HD 32249 ,75.3597749583333,-7.17396283333333,4.81,B3IV,-0.19,0.01,,B3,oui
HD 32263,75.46,0.7221111111111111,5.91,K2III,1.28,,,,oui
HD 32296,76.0675,45.77936111111111,6.51,A2,0.22,,,,oui
HD 32301 ,75.773946875,21.5899618611111,4.62,A7V,0.18,-0.05,,A7,oui
HD 32309 ,75.3565855,-20.05192075,4.88,B9V,-0.05,0.03,,B9,oui
HD 32343 ,76.5352149166667,58.9723718888889,5.03,"B2,5Ve",-0.03,0.21,,"B2,5",
HD 32356,76.62374999999999,61.16975,5.99,K5II,1.38,,,,oui
HD 3240,9.034583333333332,54.16845,5.08,B7III,-0.11,,,,oui
HD 32503,75.68749999999999,-22.795061111111114,5.74,K1IV,1.2,,,,oui
HD 32630 ,76.628722375,41.23447575,3.18,B3V,-0.18,0.05,,B3,oui
HD 32641,76.40708333333332,23.061061111111112,6.8,B5,0.12,,,,oui
HD 32656,76.4725,26.42995,6.61,B2/3IV,0.08,,,,oui
HD 3266,9.006249999999998,29.99943888888889,8.3,G4V,90.0,,,,oui
HD 32667,75.97208333333332,-24.38813888888889,5.58,A2IV,0.1,,,,oui
HD 3283,9.11375,60.32621944444445,5.79,A3III,0.26,,,,oui
HD 32887,76.36541666666666,-22.371030555555556,3.18,K4III,1.46,,,,oui
HD 32923,76.87499999999999,18.65,4.9,G4V,90.0,,,,oui
HD 32964 ,76.6902214166667,-4.65516497222222,5.097,"B9V+,,,",-0.047,0.02,,B9,
HD 32977 ,76.9516664583333,20.4183790555556,5.28,A5V,0.1,-0.05,,A5,
HD 32990 ,77.0275954583333,24.2651753888889,5.5,B2V,0.06,0.27,,B2,oui
HD 32991 ,76.9809852083333,21.7048236388889,5.92,B2Ve,0.16,0.4,,B2,
HD 33021,76.90958333333332,9.471780555555556,6.2,G3,90.0,,,,oui
HD 33093,76.85416666666666,-12.491280555555555,5.96,G0IV,0.6,,,,oui
HD 33111,76.96249999999999,-5.086438888888889,2.79,A3IV,0.13,,,,oui
HD 33203,77.57833333333332,37.30186111111111,6.9,K:+B2II,90.0,,,,oui
HD 33203A,77.57875,37.302169444444445,6.96,K:,2.28,,,,oui
HD 33224 ,77.0841262083333,-8.66532419444444,5.78,B8V,-0.06,0.05,,B8,
HD 33256,77.18208333333332,-4.456188888888889,5.12,F5.5VkF4mF2,0.43,,,,oui
HD 33266,78.26166666666666,61.850030555555556,6.17,A2III,0.02,,,,oui
HD 33276,77.425,15.597219444444445,4.82,F2IV,0.32,,,,oui
HD 33336,77.54333333333334,13.548361111111111,6.68,F4III,0.38,,,,oui
HD 33503,78.03999999999999,32.89513888888889,7.62,F8III,0.45,,,,oui
HD 33541 ,79.5551485416667,73.2680682777778,5.83,A0V,-0.04,-0.03,,A0,
HD 33564,80.63958333333332,79.23113888888889,5.1,F7V,90.0,,,,oui
HD 3360,9.242916666666664,53.89691944444444,3.66,B2IV,-0.19,,,,oui
HD 33601,78.45625,46.9767,7.58,B9II,0.09,,,,oui
HD 33646,77.93916666666667,1.0370305555555557,5.89,A2/3V+KIII,0.66,,,,oui
HD 3366,9.440416666666666,72.89486111111111,6.97,B3,-0.04,,,,oui
HD 33664,77.84541666666667,-11.849080555555556,5.68,M6III,1.46,,,,oui
HD 3369  ,9.22020525,33.719344,4.36,B5V,-0.16,0.05,,B5,oui
HD 3379,9.197083333333332,15.231719444444444,5.86,B2.5IV,-0.15,,,,oui
HD 33802 ,78.07459125,-11.8692184166667,4.45,B7.5Vn,-0.1,0.02,,B8,oui
HD 33856,78.32291666666666,2.8612805555555556,4.44,K1III,1.19,,,,oui
HD 33904,78.23291666666665,-16.205469444444443,3.29,B9IV:HgMn,-0.11,,,,oui
HD 33946,78.44708333333332,0.5604194444444445,6.32,K4III,1.44,,,,oui
HD 33949 ,78.307823375,-12.9412906388889,4.5,B7V,90.0,0.04,,B7,oui
HD 33959A,78.85,32.6875,5.0,A9V,0.22,,,,oui
HD 33988,79.11291666666666,46.41605,6.95,B2Ve,0.11,,,,oui
HD 34029,79.17249999999999,45.99806111111111,0.08,G3III:,0.8,,,,oui
HD 34055,78.65416666666665,-0.5628305555555556,6.84,M4III,1.44,,,,oui
HD 34078 ,79.075625,34.3123181944444,5.96,O9.5V,0.22,0.22,,"O9,5",oui
HD 34101,78.58374999999998,-15.826638888888889,7.45,G7V,0.73,,,,oui
HD 34203 ,79.0172256666667,11.3413538055556,5.524,A0V,-0.012,0.0,,A0,
HD 34269,79.56541666666665,42.79211111111111,5.65,M4III,1.49,,,,oui
HD 34295,78.79458333333334,-28.335280555555553,7.13,A3/5II,0.27,,,,oui
HD 34310 ,78.8515500833333,-26.943509,5.04,B9V,-0.07,0.0,,B9,oui
HD 34318,79.04416666666665,-11.352561111111111,6.46,A2/3V+G8III+K1III,0.65,,,,oui
HD 3443,9.33625,-24.767280555555555,5.57,K1V+G,0.71,,,,oui
HD 3443A,9.33625,-24.76731111111111,6.6,G7V,0.88,,,,oui
HD 3443B,9.33625,-24.76731111111111,6.2,G7V,0.77,,,,oui
HD 34450,81.24749999999999,73.7071888888889,6.47,M0.5IIIbBa0.5,1.71,,,,oui
HD 34503,79.40166666666666,-6.844419444444444,3.59,B5III,-0.12,,,,oui
HD 34513,79.34291666666665,-17.77481111111111,6.75,F0II,0.27,,,,oui
HD 34538,79.41749999999999,-13.519830555555556,5.49,G8IV,0.95,,,,oui
HD 34557 ,80.061121,41.0862089444444,5.468,A3V,0.115,0.04,,A3,
HD 34578,80.00375,33.958061111111114,5.03,A5II+,0.27,,,,oui
HD 34579,79.82499999999999,20.133330555555556,6.11,K0III,1.03,,,,oui
HD 34656,80.17958333333331,37.43866944444444,6.76,O7.5II(f),0.01,,,,oui
HD 34673B,79.80249999999998,-3.0738111111111115,11.4,K7V,90.0,,,,oui
HD 34720,80.01499999999999,13.545,7.49,G2III,0.55,,,,oui
HD 34759 ,80.4517354166667,41.8045726388889,5.2,B3V,-0.127,0.07,,B3,
HD 34787 ,80.8660157916667,57.5443979444444,5.25,A0Vne,-0.02,-0.01,,A0,
HD 34790 ,80.3028669166667,29.5698868333333,5.67,A1Vs,0.04,0.02,,A1,
HD 34797,79.82374999999999,-18.51443888888889,6.54,B7Vp,-0.11,,,,oui
HD 34816,79.89374999999998,-13.176780555555554,4.29,B0.5V,-0.25,,,,oui
HD 34868 ,79.848687875,-27.3688837222222,5.973,A0V,-0.023,-0.01,,A0,
HD 34904 ,80.709643875,41.0292596944444,5.545,A3V,0.119,0.04,,A3,
HD 34968 ,80.1121622083333,-21.2397643333333,4.729,A0V,-0.045,-0.03,,A0,
HD 34989 ,80.4315032083333,8.42855791666667,5.8,B1V,-0.13,0.14,,B1,oui
HD 35007 ,80.3826843333333,-0.416492305555556,5.654,B3V,-0.119,0.08,,B3,
HD 35104,80.46249999999999,-13.755688888888889,6.62,B8II,-0.08,,,,oui
HD 35149,80.70833333333333,3.5444388888888887,5.0,B2IV/V,-0.14,,,,oui
HD 35296,81.10624999999999,17.383530555555556,5.0,F8V,90.0,,,,oui
HD 35299 ,80.9262909166667,-0.159819638888889,5.7,B2III,-0.21,0.05,,"B1,5",oui
HD 35337,80.87583333333333,-13.92736111111111,5.23,B2IV,-0.2,,,,oui
HD 35411 ,81.1192363333334,-2.39714752777778,3.35,B1V+B2:,-0.17,0.13,,"B0,5",oui
HD 35439 ,81.1867776666667,1.84644552777778,4.873,B1Vpe,-0.172,0.09,,B1,
HD 35468,81.28291666666665,6.349688888888888,1.64,B2V,-0.22,,,,oui
HD 35497,81.57291666666667,28.60743888888889,1.65,B7III,-0.13,,,,oui
HD 35505 ,81.1187069583333,-16.9757795277778,5.644,A0V,-0.002,0.01,,A0,
HD 35588,81.44583333333333,0.5202500000000001,6.14,B2V,-0.17,,,,oui
HD 35671 ,81.7920563333333,17.9622176944444,5.398,B5V,-0.089,0.07,,B5,
HD 35681,82.00375,33.763688888888886,6.4,F7V,90.0,,,,oui
HD 35693,81.80791666666666,15.25763888888889,6.18,A1IV,0.07,,,,oui
HD 35708,81.90874999999998,21.936969444444443,4.87,B2.5V,-0.15,,,,oui
HD 35715,81.70916666666666,3.095669444444445,4.61,B2IV,-0.21,,,,oui
HD 35770 ,81.9400368333333,15.8740503888889,5.512,"B9,5Vn",0.013,0.08,,"B9,5",
HD 35921,82.42791666666666,35.375030555555554,6.85,O9II,0.11,,,,oui
HD 35943 ,82.3187503333334,25.1502161388889,5.48,B9Vn,-0.04,0.03,,B9,
HD 35984,82.41958333333332,29.186469444444445,6.19,F6III,0.46,,,,oui
HD 36003,82.10874999999999,-3.4995611111111113,7.64,K5V,1.13,,,,oui
HD 36079,82.06124999999999,-20.759438888888887,2.84,G5II-IIIa:,0.82,,,,oui
HD 36150,82.42333333333333,-0.8025,6.49,A5III/IV,0.25,,,,oui
HD 36162 ,82.6090182916667,15.3604469166667,5.94,A3Vn,0.097,0.02,,A3,
HD 36166 ,82.4782246666667,1.78925775,5.742,B2V,-0.181,0.06,,B2,
HD 36167,82.43333333333332,-1.09225,4.71,K4III,1.57,,,,oui
HD 36187 ,82.0638972083333,-37.2307634722222,5.562,A1V,0.024,0.0,,A1,
HD 36212,82.93958333333332,34.88193888888889,7.81,B3II,0.17,,,,oui
HD 36263,82.71583333333332,10.254388888888888,7.5,B9V,-0.07,,,,oui
HD 36267 ,82.6960454583333,5.94813680555556,4.2,B5IV+B7V,-0.13,0.03,,B5,oui
HD 3627,9.832083333333332,30.86103055555556,3.28,K3III-IIIbCN0.5,1.28,,,,oui
HD 36337,82.89874999999998,14.928888888888888,6.68,B5,-0.05,,,,oui
HD 36351 ,82.8105492916667,3.29213136111111,5.46,B3II/III,-0.17,0.09,,"B1,5",oui
HD 36395,82.86416666666666,-3.6772194444444444,7.97,M1.5Ve,1.47,,,,oui
HD 36408B,83.06083333333332,17.056061111111113,6.49,B7-8IV-V,0.04,,,,oui
HD 36473 ,82.7817837083333,-20.8636567777778,5.533,A0V,0.01,0.02,,A0,
HD 3651,9.840833333333332,21.250469444444445,5.88,K0.5V,0.83,,,,oui
HD 36512 ,82.9827507916667,-7.30153808333333,4.63,O9.7V,-0.27,0.04,,B0,oui
HD 36591,83.17249999999999,-1.5918305555555556,5.34,B2II/III,-0.19,,,,oui
HD 36653 ,83.4761860416667,14.3055789722222,5.588,B3V,-0.116,0.08,,B3,
HD 36695 ,83.3810267916667,-1.15607405555556,5.34,B1V+B4.5V,-0.18,0.04,,B1,oui
HD 36777 ,83.569886125,3.76689411111111,5.332,A2V,0.056,0.01,,A2,
HD 36779,83.51625,-1.0357194444444446,6.22,B2/3IV/V,-0.17,,,,oui
HD 36819,83.86291666666665,24.039580555555556,5.38,B2.5IV,-0.09,,,,oui
HD 36822,83.70499999999998,9.489580555555555,4.41,B0III,-0.15,,,,oui
HD 36827,83.56208333333332,-2.8816694444444444,6.67,B2/3V,-0.15,,,,oui
HD 36840,83.62208333333331,-0.012330555555555556,6.25,G8II/III,0.99,,,,oui
HD 36862 ,83.785,9.935,5.6,B0.5V,90.0,0.34,,"B0,5",oui
HD 36879,83.91874999999999,21.40325,7.58,O7V(n)((f))z,0.11,,,,oui
HD 36914,83.81958333333331,8.70075,7.31,M5,1.39,,,,oui
HD 36931,84.10899999999998,30.590630555555553,7.92,F8II,1.0,,,,oui
HD 36959 ,83.7541935416667,-6.009273,5.67,B1Vv,-0.23,0.03,,B1,
HD 36960 ,83.76116975,-6.00202877777778,4.72,B1/2Ib/II,-0.22,0.05,,"B0,5",oui
HD 37017,83.84124999999999,-4.494169444444444,6.56,B2/3V,-0.13,,,,oui
HD 37018 ,83.8465177916667,-4.83835780555556,4.59,B1V,-0.19,0.07,,B1,oui
HD 37020,83.81583333333333,-5.387311111111112,6.73,B0V,0.02,,,,oui
HD 37021,83.81708333333333,-5.385361111111112,7.96,B1V,0.24,,,,oui
HD 37040,83.87958333333331,-4.364061111111111,6.38,B2V,-0.14,,,,oui
HD 37041 ,83.8454214583333,-5.41606130555556,6.39,O9.5IVp,-0.09,-0.06,,"O9,5",oui
HD 37043,83.85833333333332,-5.909888888888889,2.77,O9IIIvar,-0.24,,,,oui
HD 37077,83.91458333333333,-4.856061111111111,5.23,A9IV/V,0.25,,,,oui
HD 371,2.137083333333333,63.20403055555556,6.42,G3II,1.0,,,,oui
HD 37209 ,84.1487221666667,-6.06475238888889,5.72,B3IV,-0.22,0.04,,B1,oui
